departamento,tecnologia,produccion_mwh,fecha,mes,año,trimestre,semana,estacion
Cesar,Eólica,1510,2024-05-16,5,2024,2,20,Primavera
La Guajira,Eólica,1814,2024-05-16,5,2024,2,20,Primavera
Cesar,Eólica,1289,2024-05-16,5,2024,2,20,Primavera
Cesar,Eólica,932,2024-05-17,5,2024,2,20,Primavera
Cesar,Solar,1632,2024-05-17,5,2024,2,20,Primavera
Atlántico,Solar,1637,2024-05-17,5,2024,2,20,Primavera
Magdalena,Solar,683,2024-05-17,5,2024,2,20,Primavera
Atlántico,Solar,937,2024-05-17,5,2024,2,20,Primavera
Cesar,Solar,931,2024-05-17,5,2024,2,20,Primavera
Atlántico,Eólica,878,2024-05-18,5,2024,2,20,Primavera
Cesar,Eólica,1260,2024-05-18,5,2024,2,20,Primavera
Cesar,Solar,1408,2024-05-18,5,2024,2,20,Primavera
Atlántico,Solar,1745,2024-05-18,5,2024,2,20,Primavera
Magdalena,Solar,862,2024-05-19,5,2024,2,20,Primavera
Magdalena,Solar,1607,2024-05-19,5,2024,2,20,Primavera
La Guajira,Solar,1100,2024-05-19,5,2024,2,20,Primavera
La Guajira,Solar,1995,2024-05-19,5,2024,2,20,Primavera
Atlántico,Eólica,1013,2024-05-19,5,2024,2,20,Primavera
Atlántico,Eólica,931,2024-05-20,5,2024,2,21,Primavera
La Guajira,Eólica,1549,2024-05-20,5,2024,2,21,Primavera
Magdalena,Solar,1484,2024-05-20,5,2024,2,21,Primavera
Cesar,Solar,252,2024-05-20,5,2024,2,21,Primavera
Cesar,Eólica,615,2024-05-21,5,2024,2,21,Primavera
Atlántico,Solar,1658,2024-05-21,5,2024,2,21,Primavera
La Guajira,Eólica,1371,2024-05-21,5,2024,2,21,Primavera
Magdalena,Eólica,1415,2024-05-21,5,2024,2,21,Primavera
Magdalena,Solar,1796,2024-05-21,5,2024,2,21,Primavera
Atlántico,Eólica,1303,2024-05-22,5,2024,2,21,Primavera
Cesar,Solar,2012,2024-05-22,5,2024,2,21,Primavera
Atlántico,Eólica,1226,2024-05-22,5,2024,2,21,Primavera
La Guajira,Solar,1597,2024-05-22,5,2024,2,21,Primavera
Cesar,Solar,910,2024-05-22,5,2024,2,21,Primavera
Magdalena,Solar,1901,2024-05-22,5,2024,2,21,Primavera
Cesar,Solar,100,2024-05-22,5,2024,2,21,Primavera
Cesar,Solar,301,2024-05-22,5,2024,2,21,Primavera
La Guajira,Solar,103,2024-05-22,5,2024,2,21,Primavera
Atlántico,Solar,471,2024-05-22,5,2024,2,21,Primavera
Cesar,Eólica,456,2024-05-22,5,2024,2,21,Primavera
Atlántico,Solar,822,2024-05-23,5,2024,2,21,Primavera
Atlántico,Solar,1503,2024-05-23,5,2024,2,21,Primavera
La Guajira,Eólica,1160,2024-05-23,5,2024,2,21,Primavera
Atlántico,Eólica,1643,2024-05-23,5,2024,2,21,Primavera
La Guajira,Eólica,1782,2024-05-23,5,2024,2,21,Primavera
Magdalena,Solar,1504,2024-05-24,5,2024,2,21,Primavera
La Guajira,Solar,876,2024-05-24,5,2024,2,21,Primavera
La Guajira,Eólica,2042,2024-05-24,5,2024,2,21,Primavera
La Guajira,Eólica,576,2024-05-25,5,2024,2,21,Primavera
Magdalena,Solar,1419,2024-05-25,5,2024,2,21,Primavera
La Guajira,Solar,2323,2024-05-25,5,2024,2,21,Primavera
Magdalena,Solar,1461,2024-05-25,5,2024,2,21,Primavera
Atlántico,Solar,1784,2024-05-25,5,2024,2,21,Primavera
La Guajira,Solar,1025,2024-05-25,5,2024,2,21,Primavera
Atlántico,Solar,987,2024-05-25,5,2024,2,21,Primavera
La Guajira,Eólica,1469,2024-05-26,5,2024,2,21,Primavera
La Guajira,Solar,1124,2024-05-26,5,2024,2,21,Primavera
Cesar,Eólica,802,2024-05-26,5,2024,2,21,Primavera
Magdalena,Solar,2013,2024-05-26,5,2024,2,21,Primavera
Cesar,Eólica,147,2024-05-26,5,2024,2,21,Primavera
Atlántico,Solar,676,2024-05-26,5,2024,2,21,Primavera
Magdalena,Solar,2110,2024-05-26,5,2024,2,21,Primavera
La Guajira,Solar,294,2024-05-26,5,2024,2,21,Primavera
La Guajira,Solar,2140,2024-05-26,5,2024,2,21,Primavera
Atlántico,Solar,1203,2024-05-27,5,2024,2,22,Primavera
Atlántico,Solar,1085,2024-05-27,5,2024,2,22,Primavera
Atlántico,Eólica,255,2024-05-27,5,2024,2,22,Primavera
Atlántico,Eólica,2051,2024-05-27,5,2024,2,22,Primavera
Magdalena,Eólica,821,2024-05-27,5,2024,2,22,Primavera
Magdalena,Solar,987,2024-05-27,5,2024,2,22,Primavera
La Guajira,Solar,1887,2024-05-27,5,2024,2,22,Primavera
Cesar,Solar,3159,2024-05-28,5,2024,2,22,Primavera
Cesar,Eólica,792,2024-05-28,5,2024,2,22,Primavera
Magdalena,Solar,1121,2024-05-28,5,2024,2,22,Primavera
Magdalena,Eólica,1249,2024-05-29,5,2024,2,22,Primavera
Cesar,Eólica,1296,2024-05-29,5,2024,2,22,Primavera
Atlántico,Eólica,3107,2024-05-29,5,2024,2,22,Primavera
Atlántico,Eólica,1713,2024-05-29,5,2024,2,22,Primavera
Magdalena,Solar,1334,2024-05-29,5,2024,2,22,Primavera
La Guajira,Eólica,1077,2024-05-29,5,2024,2,22,Primavera
La Guajira,Solar,688,2024-05-30,5,2024,2,22,Primavera
Atlántico,Eólica,724,2024-05-30,5,2024,2,22,Primavera
Atlántico,Solar,355,2024-05-30,5,2024,2,22,Primavera
Atlántico,Eólica,977,2024-05-30,5,2024,2,22,Primavera
Atlántico,Solar,134,2024-05-30,5,2024,2,22,Primavera
Magdalena,Eólica,413,2024-05-30,5,2024,2,22,Primavera
Cesar,Solar,1298,2024-05-30,5,2024,2,22,Primavera
Cesar,Eólica,517,2024-05-30,5,2024,2,22,Primavera
Atlántico,Eólica,918,2024-05-30,5,2024,2,22,Primavera
Atlántico,Eólica,1345,2024-05-30,5,2024,2,22,Primavera
La Guajira,Eólica,1630,2024-05-30,5,2024,2,22,Primavera
La Guajira,Solar,761,2024-05-30,5,2024,2,22,Primavera
Atlántico,Eólica,1915,2024-05-30,5,2024,2,22,Primavera
Atlántico,Eólica,748,2024-05-31,5,2024,2,22,Primavera
La Guajira,Solar,347,2024-05-31,5,2024,2,22,Primavera
Atlántico,Eólica,983,2024-05-31,5,2024,2,22,Primavera
Cesar,Solar,1250,2024-05-31,5,2024,2,22,Primavera
Magdalena,Solar,1630,2024-06-01,6,2024,2,22,Verano
Cesar,Eólica,2060,2024-06-01,6,2024,2,22,Verano
Cesar,Eólica,1208,2024-06-01,6,2024,2,22,Verano
Cesar,Solar,299,2024-06-01,6,2024,2,22,Verano
La Guajira,Solar,1522,2024-06-02,6,2024,2,22,Verano
La Guajira,Solar,1565,2024-06-02,6,2024,2,22,Verano
La Guajira,Solar,732,2024-06-02,6,2024,2,22,Verano
Atlántico,Solar,1367,2024-06-02,6,2024,2,22,Verano
Cesar,Eólica,988,2024-06-02,6,2024,2,22,Verano
Magdalena,Solar,2309,2024-06-02,6,2024,2,22,Verano
La Guajira,Solar,938,2024-06-03,6,2024,2,23,Verano
La Guajira,Eólica,767,2024-06-03,6,2024,2,23,Verano
Atlántico,Eólica,1335,2024-06-03,6,2024,2,23,Verano
La Guajira,Solar,2176,2024-06-03,6,2024,2,23,Verano
Atlántico,Solar,120,2024-06-03,6,2024,2,23,Verano
La Guajira,Solar,1818,2024-06-03,6,2024,2,23,Verano
Atlántico,Solar,1457,2024-06-03,6,2024,2,23,Verano
Magdalena,Eólica,785,2024-06-04,6,2024,2,23,Verano
Magdalena,Eólica,952,2024-06-04,6,2024,2,23,Verano
Magdalena,Eólica,762,2024-06-04,6,2024,2,23,Verano
Atlántico,Eólica,1367,2024-06-04,6,2024,2,23,Verano
La Guajira,Solar,2897,2024-06-05,6,2024,2,23,Verano
Magdalena,Eólica,517,2024-06-05,6,2024,2,23,Verano
Atlántico,Solar,2172,2024-06-05,6,2024,2,23,Verano
La Guajira,Solar,598,2024-06-05,6,2024,2,23,Verano
Magdalena,Solar,1867,2024-06-05,6,2024,2,23,Verano
Cesar,Eólica,1281,2024-06-05,6,2024,2,23,Verano
Cesar,Solar,120,2024-06-06,6,2024,2,23,Verano
Cesar,Eólica,750,2024-06-06,6,2024,2,23,Verano
Magdalena,Solar,2148,2024-06-07,6,2024,2,23,Verano
La Guajira,Eólica,1304,2024-06-07,6,2024,2,23,Verano
Magdalena,Eólica,485,2024-06-07,6,2024,2,23,Verano
Magdalena,Solar,1916,2024-06-07,6,2024,2,23,Verano
Cesar,Solar,790,2024-06-07,6,2024,2,23,Verano
Magdalena,Solar,1075,2024-06-07,6,2024,2,23,Verano
Atlántico,Eólica,716,2024-06-07,6,2024,2,23,Verano
Atlántico,Solar,1046,2024-06-08,6,2024,2,23,Verano
Cesar,Eólica,939,2024-06-08,6,2024,2,23,Verano
Magdalena,Solar,1410,2024-06-08,6,2024,2,23,Verano
Cesar,Solar,300,2024-06-08,6,2024,2,23,Verano
Cesar,Eólica,582,2024-06-08,6,2024,2,23,Verano
Atlántico,Solar,1873,2024-06-08,6,2024,2,23,Verano
Cesar,Eólica,642,2024-06-08,6,2024,2,23,Verano
Cesar,Solar,1112,2024-06-08,6,2024,2,23,Verano
Atlántico,Solar,2378,2024-06-08,6,2024,2,23,Verano
Cesar,Eólica,1058,2024-06-09,6,2024,2,23,Verano
Atlántico,Eólica,1529,2024-06-09,6,2024,2,23,Verano
La Guajira,Solar,2335,2024-06-09,6,2024,2,23,Verano
Cesar,Solar,2102,2024-06-09,6,2024,2,23,Verano
Cesar,Eólica,1289,2024-06-10,6,2024,2,24,Verano
Cesar,Eólica,234,2024-06-10,6,2024,2,24,Verano
La Guajira,Eólica,1187,2024-06-10,6,2024,2,24,Verano
Cesar,Eólica,1092,2024-06-11,6,2024,2,24,Verano
Cesar,Solar,2125,2024-06-11,6,2024,2,24,Verano
Atlántico,Eólica,1171,2024-06-11,6,2024,2,24,Verano
La Guajira,Solar,348,2024-06-11,6,2024,2,24,Verano
Cesar,Eólica,1122,2024-06-11,6,2024,2,24,Verano
Magdalena,Solar,1658,2024-06-11,6,2024,2,24,Verano
Atlántico,Solar,1846,2024-06-11,6,2024,2,24,Verano
Atlántico,Eólica,954,2024-06-11,6,2024,2,24,Verano
Cesar,Solar,227,2024-06-12,6,2024,2,24,Verano
La Guajira,Solar,774,2024-06-12,6,2024,2,24,Verano
Magdalena,Solar,682,2024-06-12,6,2024,2,24,Verano
Cesar,Solar,1604,2024-06-12,6,2024,2,24,Verano
La Guajira,Solar,1361,2024-06-12,6,2024,2,24,Verano
Atlántico,Solar,1057,2024-06-12,6,2024,2,24,Verano
La Guajira,Eólica,1135,2024-06-13,6,2024,2,24,Verano
Atlántico,Solar,1724,2024-06-13,6,2024,2,24,Verano
La Guajira,Eólica,2674,2024-06-14,6,2024,2,24,Verano
Cesar,Eólica,1097,2024-06-14,6,2024,2,24,Verano
Cesar,Solar,1651,2024-06-14,6,2024,2,24,Verano
Atlántico,Solar,865,2024-06-14,6,2024,2,24,Verano
Atlántico,Solar,2119,2024-06-14,6,2024,2,24,Verano
Cesar,Solar,2076,2024-06-14,6,2024,2,24,Verano
Magdalena,Eólica,556,2024-06-15,6,2024,2,24,Verano
La Guajira,Solar,3245,2024-06-15,6,2024,2,24,Verano
Atlántico,Solar,2378,2024-06-15,6,2024,2,24,Verano
Atlántico,Eólica,1204,2024-06-15,6,2024,2,24,Verano
Atlántico,Solar,3097,2024-06-15,6,2024,2,24,Verano
Atlántico,Solar,326,2024-06-16,6,2024,2,24,Verano
La Guajira,Solar,1465,2024-06-16,6,2024,2,24,Verano
Magdalena,Solar,1439,2024-06-17,6,2024,2,25,Verano
La Guajira,Eólica,1724,2024-06-17,6,2024,2,25,Verano
Cesar,Solar,2318,2024-06-17,6,2024,2,25,Verano
Cesar,Eólica,100,2024-06-17,6,2024,2,25,Verano
La Guajira,Eólica,1967,2024-06-17,6,2024,2,25,Verano
Cesar,Eólica,1258,2024-06-17,6,2024,2,25,Verano
Atlántico,Eólica,1039,2024-06-18,6,2024,2,25,Verano
Cesar,Solar,1561,2024-06-18,6,2024,2,25,Verano
La Guajira,Solar,1309,2024-06-18,6,2024,2,25,Verano
La Guajira,Solar,120,2024-06-19,6,2024,2,25,Verano
La Guajira,Solar,1291,2024-06-19,6,2024,2,25,Verano
Magdalena,Solar,1472,2024-06-19,6,2024,2,25,Verano
Magdalena,Eólica,1224,2024-06-19,6,2024,2,25,Verano
Cesar,Eólica,2515,2024-06-19,6,2024,2,25,Verano
La Guajira,Eólica,1561,2024-06-19,6,2024,2,25,Verano
La Guajira,Eólica,1466,2024-06-20,6,2024,2,25,Verano
Cesar,Solar,949,2024-06-20,6,2024,2,25,Verano
La Guajira,Solar,1370,2024-06-20,6,2024,2,25,Verano
Atlántico,Eólica,1704,2024-06-20,6,2024,2,25,Verano
Magdalena,Solar,2629,2024-06-20,6,2024,2,25,Verano
Atlántico,Eólica,1389,2024-06-20,6,2024,2,25,Verano
Cesar,Eólica,370,2024-06-20,6,2024,2,25,Verano
Cesar,Solar,1277,2024-06-20,6,2024,2,25,Verano
Magdalena,Eólica,1018,2024-06-20,6,2024,2,25,Verano
Atlántico,Solar,623,2024-06-21,6,2024,2,25,Verano
La Guajira,Solar,1111,2024-06-21,6,2024,2,25,Verano
Magdalena,Eólica,694,2024-06-21,6,2024,2,25,Verano
La Guajira,Solar,3313,2024-06-21,6,2024,2,25,Verano
Magdalena,Solar,1852,2024-06-21,6,2024,2,25,Verano
Atlántico,Solar,1243,2024-06-21,6,2024,2,25,Verano
Cesar,Eólica,1868,2024-06-22,6,2024,2,25,Verano
Cesar,Eólica,1334,2024-06-22,6,2024,2,25,Verano
Magdalena,Eólica,930,2024-06-22,6,2024,2,25,Verano
Atlántico,Eólica,874,2024-06-22,6,2024,2,25,Verano
Magdalena,Eólica,1106,2024-06-22,6,2024,2,25,Verano
Atlántico,Eólica,932,2024-06-22,6,2024,2,25,Verano
Cesar,Solar,1015,2024-06-23,6,2024,2,25,Verano
Cesar,Eólica,282,2024-06-23,6,2024,2,25,Verano
Magdalena,Solar,2029,2024-06-23,6,2024,2,25,Verano
Cesar,Eólica,713,2024-06-23,6,2024,2,25,Verano
Magdalena,Eólica,896,2024-06-23,6,2024,2,25,Verano
La Guajira,Solar,572,2024-06-23,6,2024,2,25,Verano
La Guajira,Eólica,1368,2024-06-23,6,2024,2,25,Verano
Magdalena,Solar,1055,2024-06-23,6,2024,2,25,Verano
Magdalena,Eólica,1514,2024-06-23,6,2024,2,25,Verano
Atlántico,Eólica,1817,2024-06-23,6,2024,2,25,Verano
La Guajira,Eólica,1544,2024-06-23,6,2024,2,25,Verano
Atlántico,Eólica,1510,2024-06-24,6,2024,2,26,Verano
Magdalena,Eólica,898,2024-06-24,6,2024,2,26,Verano
La Guajira,Eólica,919,2024-06-24,6,2024,2,26,Verano
Cesar,Eólica,128,2024-06-24,6,2024,2,26,Verano
Magdalena,Eólica,241,2024-06-24,6,2024,2,26,Verano
Magdalena,Solar,1490,2024-06-24,6,2024,2,26,Verano
Magdalena,Eólica,740,2024-06-24,6,2024,2,26,Verano
Atlántico,Eólica,1749,2024-06-25,6,2024,2,26,Verano
La Guajira,Solar,628,2024-06-25,6,2024,2,26,Verano
Cesar,Solar,1080,2024-06-26,6,2024,2,26,Verano
Cesar,Solar,1183,2024-06-26,6,2024,2,26,Verano
Magdalena,Eólica,838,2024-06-26,6,2024,2,26,Verano
Atlántico,Eólica,1352,2024-06-26,6,2024,2,26,Verano
La Guajira,Eólica,2116,2024-06-27,6,2024,2,26,Verano
Cesar,Solar,1828,2024-06-27,6,2024,2,26,Verano
La Guajira,Eólica,1106,2024-06-27,6,2024,2,26,Verano
Atlántico,Solar,1162,2024-06-27,6,2024,2,26,Verano
Atlántico,Eólica,1093,2024-06-27,6,2024,2,26,Verano
Magdalena,Solar,1741,2024-06-27,6,2024,2,26,Verano
Magdalena,Solar,2113,2024-06-28,6,2024,2,26,Verano
Atlántico,Eólica,991,2024-06-28,6,2024,2,26,Verano
Cesar,Solar,1654,2024-06-28,6,2024,2,26,Verano
La Guajira,Eólica,1515,2024-06-28,6,2024,2,26,Verano
Cesar,Solar,229,2024-06-28,6,2024,2,26,Verano
Atlántico,Solar,2609,2024-06-28,6,2024,2,26,Verano
Atlántico,Solar,1610,2024-06-28,6,2024,2,26,Verano
Magdalena,Eólica,475,2024-06-28,6,2024,2,26,Verano
Atlántico,Eólica,300,2024-06-29,6,2024,2,26,Verano
Atlántico,Solar,1056,2024-06-29,6,2024,2,26,Verano
Atlántico,Eólica,951,2024-06-29,6,2024,2,26,Verano
Magdalena,Solar,1741,2024-06-29,6,2024,2,26,Verano
Atlántico,Solar,2490,2024-06-29,6,2024,2,26,Verano
La Guajira,Solar,1523,2024-06-29,6,2024,2,26,Verano
Magdalena,Solar,2320,2024-06-30,6,2024,2,26,Verano
Atlántico,Eólica,1832,2024-06-30,6,2024,2,26,Verano
Atlántico,Eólica,715,2024-06-30,6,2024,2,26,Verano
Atlántico,Solar,1549,2024-07-01,7,2024,3,27,Verano
Cesar,Eólica,100,2024-07-01,7,2024,3,27,Verano
Magdalena,Eólica,1356,2024-07-01,7,2024,3,27,Verano
La Guajira,Solar,1670,2024-07-02,7,2024,3,27,Verano
Magdalena,Eólica,631,2024-07-02,7,2024,3,27,Verano
Magdalena,Eólica,826,2024-07-03,7,2024,3,27,Verano
La Guajira,Eólica,1338,2024-07-03,7,2024,3,27,Verano
Magdalena,Eólica,459,2024-07-03,7,2024,3,27,Verano
Magdalena,Eólica,1007,2024-07-03,7,2024,3,27,Verano
Magdalena,Eólica,483,2024-07-03,7,2024,3,27,Verano
Atlántico,Solar,1708,2024-07-03,7,2024,3,27,Verano
Atlántico,Eólica,1608,2024-07-03,7,2024,3,27,Verano
Magdalena,Solar,1921,2024-07-03,7,2024,3,27,Verano
La Guajira,Solar,2794,2024-07-03,7,2024,3,27,Verano
Cesar,Eólica,698,2024-07-03,7,2024,3,27,Verano
Magdalena,Eólica,1340,2024-07-04,7,2024,3,27,Verano
La Guajira,Solar,2893,2024-07-04,7,2024,3,27,Verano
Cesar,Solar,1061,2024-07-04,7,2024,3,27,Verano
Atlántico,Solar,1876,2024-07-04,7,2024,3,27,Verano
Magdalena,Solar,1933,2024-07-04,7,2024,3,27,Verano
La Guajira,Eólica,561,2024-07-05,7,2024,3,27,Verano
Magdalena,Solar,1454,2024-07-05,7,2024,3,27,Verano
Cesar,Eólica,1606,2024-07-05,7,2024,3,27,Verano
Magdalena,Eólica,859,2024-07-05,7,2024,3,27,Verano
Atlántico,Solar,1866,2024-07-05,7,2024,3,27,Verano
Cesar,Eólica,1738,2024-07-05,7,2024,3,27,Verano
La Guajira,Eólica,1580,2024-07-05,7,2024,3,27,Verano
Atlántico,Solar,427,2024-07-06,7,2024,3,27,Verano
Atlántico,Eólica,1499,2024-07-06,7,2024,3,27,Verano
Cesar,Eólica,2035,2024-07-06,7,2024,3,27,Verano
La Guajira,Solar,590,2024-07-07,7,2024,3,27,Verano
Magdalena,Eólica,224,2024-07-07,7,2024,3,27,Verano
Magdalena,Solar,2503,2024-07-07,7,2024,3,27,Verano
Cesar,Solar,1669,2024-07-07,7,2024,3,27,Verano
Atlántico,Eólica,1155,2024-07-07,7,2024,3,27,Verano
Magdalena,Solar,1444,2024-07-07,7,2024,3,27,Verano
Atlántico,Eólica,865,2024-07-07,7,2024,3,27,Verano
La Guajira,Eólica,863,2024-07-08,7,2024,3,28,Verano
Cesar,Eólica,1166,2024-07-08,7,2024,3,28,Verano
Cesar,Eólica,923,2024-07-08,7,2024,3,28,Verano
Atlántico,Eólica,627,2024-07-08,7,2024,3,28,Verano
La Guajira,Solar,120,2024-07-08,7,2024,3,28,Verano
La Guajira,Solar,1616,2024-07-09,7,2024,3,28,Verano
Magdalena,Solar,2064,2024-07-09,7,2024,3,28,Verano
Magdalena,Solar,2201,2024-07-09,7,2024,3,28,Verano
La Guajira,Solar,1220,2024-07-09,7,2024,3,28,Verano
Cesar,Eólica,1064,2024-07-09,7,2024,3,28,Verano
Cesar,Eólica,783,2024-07-09,7,2024,3,28,Verano
Magdalena,Solar,2155,2024-07-10,7,2024,3,28,Verano
Atlántico,Solar,1490,2024-07-10,7,2024,3,28,Verano
Magdalena,Solar,1607,2024-07-10,7,2024,3,28,Verano
Magdalena,Eólica,959,2024-07-10,7,2024,3,28,Verano
Cesar,Eólica,1467,2024-07-11,7,2024,3,28,Verano
Magdalena,Eólica,1037,2024-07-11,7,2024,3,28,Verano
La Guajira,Solar,288,2024-07-11,7,2024,3,28,Verano
Cesar,Eólica,910,2024-07-11,7,2024,3,28,Verano
Magdalena,Eólica,899,2024-07-11,7,2024,3,28,Verano
Cesar,Eólica,630,2024-07-11,7,2024,3,28,Verano
Atlántico,Eólica,1372,2024-07-12,7,2024,3,28,Verano
Cesar,Eólica,1285,2024-07-12,7,2024,3,28,Verano
La Guajira,Solar,2638,2024-07-12,7,2024,3,28,Verano
Magdalena,Eólica,679,2024-07-12,7,2024,3,28,Verano
Cesar,Eólica,426,2024-07-12,7,2024,3,28,Verano
Cesar,Eólica,1126,2024-07-12,7,2024,3,28,Verano
Cesar,Eólica,877,2024-07-13,7,2024,3,28,Verano
Magdalena,Solar,1884,2024-07-13,7,2024,3,28,Verano
La Guajira,Eólica,1510,2024-07-13,7,2024,3,28,Verano
La Guajira,Eólica,891,2024-07-13,7,2024,3,28,Verano
Magdalena,Eólica,291,2024-07-13,7,2024,3,28,Verano
Atlántico,Eólica,1109,2024-07-13,7,2024,3,28,Verano
Magdalena,Eólica,1101,2024-07-14,7,2024,3,28,Verano
Atlántico,Solar,1079,2024-07-14,7,2024,3,28,Verano
Atlántico,Eólica,1021,2024-07-14,7,2024,3,28,Verano
Cesar,Solar,120,2024-07-15,7,2024,3,29,Verano
Magdalena,Solar,1360,2024-07-15,7,2024,3,29,Verano
La Guajira,Eólica,1391,2024-07-15,7,2024,3,29,Verano
Atlántico,Eólica,1029,2024-07-15,7,2024,3,29,Verano
Magdalena,Eólica,1989,2024-07-15,7,2024,3,29,Verano
Atlántico,Eólica,935,2024-07-16,7,2024,3,29,Verano
La Guajira,Solar,2442,2024-07-16,7,2024,3,29,Verano
Atlántico,Solar,2384,2024-07-16,7,2024,3,29,Verano
Magdalena,Eólica,729,2024-07-16,7,2024,3,29,Verano
Atlántico,Eólica,1527,2024-07-16,7,2024,3,29,Verano
Atlántico,Eólica,898,2024-07-17,7,2024,3,29,Verano
La Guajira,Eólica,2200,2024-07-17,7,2024,3,29,Verano
Magdalena,Solar,2266,2024-07-17,7,2024,3,29,Verano
Magdalena,Solar,989,2024-07-17,7,2024,3,29,Verano
Magdalena,Eólica,718,2024-07-17,7,2024,3,29,Verano
Magdalena,Eólica,1162,2024-07-17,7,2024,3,29,Verano
La Guajira,Eólica,1224,2024-07-17,7,2024,3,29,Verano
Magdalena,Eólica,1352,2024-07-17,7,2024,3,29,Verano
La Guajira,Solar,1897,2024-07-18,7,2024,3,29,Verano
Cesar,Eólica,1531,2024-07-18,7,2024,3,29,Verano
Atlántico,Eólica,1273,2024-07-18,7,2024,3,29,Verano
Cesar,Eólica,730,2024-07-18,7,2024,3,29,Verano
Cesar,Solar,1685,2024-07-18,7,2024,3,29,Verano
Magdalena,Solar,1511,2024-07-18,7,2024,3,29,Verano
La Guajira,Eólica,1876,2024-07-18,7,2024,3,29,Verano
Atlántico,Eólica,559,2024-07-19,7,2024,3,29,Verano
Atlántico,Solar,1211,2024-07-19,7,2024,3,29,Verano
Atlántico,Eólica,1393,2024-07-19,7,2024,3,29,Verano
Cesar,Eólica,2196,2024-07-19,7,2024,3,29,Verano
Cesar,Eólica,185,2024-07-20,7,2024,3,29,Verano
Magdalena,Solar,1822,2024-07-20,7,2024,3,29,Verano
Magdalena,Eólica,1257,2024-07-20,7,2024,3,29,Verano
Magdalena,Eólica,884,2024-07-20,7,2024,3,29,Verano
Magdalena,Solar,1662,2024-07-20,7,2024,3,29,Verano
Cesar,Solar,120,2024-07-20,7,2024,3,29,Verano
Cesar,Eólica,1626,2024-07-20,7,2024,3,29,Verano
La Guajira,Solar,1825,2024-07-21,7,2024,3,29,Verano
Atlántico,Solar,2743,2024-07-21,7,2024,3,29,Verano
Cesar,Eólica,1563,2024-07-21,7,2024,3,29,Verano
Magdalena,Solar,1698,2024-07-21,7,2024,3,29,Verano
Cesar,Solar,1847,2024-07-21,7,2024,3,29,Verano
Cesar,Eólica,1679,2024-07-21,7,2024,3,29,Verano
Magdalena,Eólica,1312,2024-07-21,7,2024,3,29,Verano
La Guajira,Eólica,1340,2024-07-21,7,2024,3,29,Verano
Cesar,Solar,2303,2024-07-22,7,2024,3,30,Verano
Magdalena,Solar,2364,2024-07-22,7,2024,3,30,Verano
Atlántico,Eólica,2008,2024-07-22,7,2024,3,30,Verano
Magdalena,Solar,2228,2024-07-22,7,2024,3,30,Verano
Cesar,Eólica,370,2024-07-22,7,2024,3,30,Verano
Atlántico,Solar,1669,2024-07-23,7,2024,3,30,Verano
Atlántico,Eólica,1211,2024-07-23,7,2024,3,30,Verano
Atlántico,Solar,1100,2024-07-23,7,2024,3,30,Verano
Atlántico,Eólica,1039,2024-07-23,7,2024,3,30,Verano
La Guajira,Eólica,1690,2024-07-23,7,2024,3,30,Verano
Atlántico,Eólica,677,2024-07-24,7,2024,3,30,Verano
La Guajira,Solar,1015,2024-07-24,7,2024,3,30,Verano
La Guajira,Eólica,1696,2024-07-24,7,2024,3,30,Verano
Magdalena,Solar,1398,2024-07-24,7,2024,3,30,Verano
Magdalena,Solar,2026,2024-07-25,7,2024,3,30,Verano
Atlántico,Eólica,1440,2024-07-25,7,2024,3,30,Verano
Magdalena,Eólica,824,2024-07-26,7,2024,3,30,Verano
Cesar,Solar,1330,2024-07-26,7,2024,3,30,Verano
Atlántico,Solar,1097,2024-07-26,7,2024,3,30,Verano
Atlántico,Eólica,1165,2024-07-26,7,2024,3,30,Verano
Magdalena,Eólica,960,2024-07-27,7,2024,3,30,Verano
Magdalena,Eólica,339,2024-07-27,7,2024,3,30,Verano
Cesar,Eólica,1008,2024-07-27,7,2024,3,30,Verano
Magdalena,Solar,2158,2024-07-27,7,2024,3,30,Verano
La Guajira,Solar,1697,2024-07-27,7,2024,3,30,Verano
Cesar,Eólica,1209,2024-07-27,7,2024,3,30,Verano
La Guajira,Solar,1627,2024-07-27,7,2024,3,30,Verano
Atlántico,Solar,1566,2024-07-27,7,2024,3,30,Verano
Atlántico,Eólica,1889,2024-07-28,7,2024,3,30,Verano
Atlántico,Eólica,1816,2024-07-28,7,2024,3,30,Verano
Magdalena,Eólica,1333,2024-07-28,7,2024,3,30,Verano
Magdalena,Eólica,1032,2024-07-28,7,2024,3,30,Verano
Atlántico,Solar,1662,2024-07-28,7,2024,3,30,Verano
Cesar,Solar,2088,2024-07-29,7,2024,3,31,Verano
Atlántico,Solar,2734,2024-07-29,7,2024,3,31,Verano
La Guajira,Solar,1579,2024-07-29,7,2024,3,31,Verano
Cesar,Solar,1775,2024-07-30,7,2024,3,31,Verano
La Guajira,Solar,955,2024-07-30,7,2024,3,31,Verano
Atlántico,Solar,1188,2024-07-30,7,2024,3,31,Verano
Magdalena,Solar,1169,2024-07-30,7,2024,3,31,Verano
Magdalena,Eólica,754,2024-07-30,7,2024,3,31,Verano
Atlántico,Solar,1218,2024-07-30,7,2024,3,31,Verano
La Guajira,Eólica,1638,2024-07-30,7,2024,3,31,Verano
Cesar,Eólica,1584,2024-07-31,7,2024,3,31,Verano
Atlántico,Solar,2734,2024-07-31,7,2024,3,31,Verano
